word,frequency_rank,band
replying,14005,medium
retaliation,14006,medium
rf,14007,medium
risking,14008,medium
rooftop,14009,medium
rooting,14010,medium
routing,14011,medium
rv,14012,medium
safeguard,14013,medium
scaled,14014,medium
sedan,14015,medium
sentiments,14016,medium
sewage,14017,medium
sgt,14018,medium
shoppers,14020,medium
simpsons,14021,medium
sitcom,14022,medium
slang,14023,medium
slid,14024,medium
sparked,14025,medium
spices,14026,medium
spirited,14027,medium
spirituality,14028,medium
spoiler,14029,medium
suitcase,14030,medium
summon,14031,medium
survives,14032,medium
sustaining,14033,medium
tavern,14034,medium
teasing,14035,medium
telegram,14036,medium
titanium,14037,medium
trailing,14038,medium
tuck,14039,medium
turbulence,14040,medium
ulster,14041,medium
unesco,14042,medium
uneven,14043,medium
urgency,14044,medium
vibes,14045,medium
viktor,14047,medium
ware,14048,medium
waterproof,14049,medium
welcomes,14050,medium
whining,14051,medium
wonderfully,14052,medium
wording,14053,medium
zelda,14054,medium
abdullah,14056,medium
academia,14057,medium
accreditation,14058,medium
administer,14059,medium
admittedly,14060,medium
aforementioned,14061,medium
algae,14062,medium
alterations,14063,medium
angelo,14064,medium
apache,14065,medium
ariel,14066,medium
articulate,14067,medium
asbestos,14068,medium
atleast,14069,medium
avoidance,14070,medium
babylon,14071,medium
barney,14072,medium
bearings,14073,medium
bjp,14074,medium
boutique,14075,medium
bowie,14076,medium
brewer,14077,medium
brits,14078,medium
buffet,14079,medium
burner,14080,medium
cain,14081,medium
casa,14082,medium
catcher,14083,medium
cathy,14084,medium
charms,14085,medium
chassis,14086,medium
chores,14087,medium
clap,14088,medium
clarification,14089,medium
colder,14090,medium
concluding,14091,medium
consolation,14092,medium
consoles,14093,medium
corresponds,14094,medium
counters,14095,medium
covert,14096,medium
cringe,14097,medium
crosby,14098,medium
cunningham,14099,medium
cw,14100,medium
dagger,14101,medium
dealings,14102,medium
deferred,14103,medium
depicting,14104,medium
descriptive,14105,medium
dialect,14106,medium
dipped,14107,medium
dolly,14108,medium
downfall,14109,medium
downside,14110,medium
dryer,14111,medium
dunk,14112,medium
elijah,14113,medium
empowerment,14114,medium
endings,14115,medium
energies,14116,medium
ensuing,14117,medium
ensured,14118,medium
ethic,14119,medium
executing,14120,medium
expire,14121,medium
fireplace,14122,medium
flair,14123,medium
fossils,14124,medium
fugitive,14125,medium
gpa,14126,medium
greenwich,14127,medium
gujarat,14128,medium
hah,14129,medium
hanson,14130,medium
haunt,14131,medium
hayden,14132,medium
hazel,14133,medium
headset,14134,medium
hernandez,14135,medium
hk,14136,medium
homecoming,14137,medium
hurdles,14138,medium
hussein,14139,medium
hyped,14140,medium
icy,14141,medium
indulge,14142,medium
inmate,14143,medium
inscription,14144,medium
interpreter,14145,medium
intuition,14146,medium
invaluable,14147,medium
jaime,14148,medium
jenna,14149,medium
js,14150,medium
kaiser,14151,medium
kettle,14152,medium
kylie,14153,medium
laptops,14154,medium
lara,14155,medium
lasers,14156,medium
lax,14157,medium
lest,14158,medium
levi,14159,medium
lilly,14160,medium
malta,14161,medium
markings,14162,medium
mcconnell,14163,medium
mcgregor,14164,medium
menace,14165,medium
methane,14166,medium
mexicans,14167,medium
ming,14168,medium
misuse,14169,medium
mitigate,14170,medium
mona,14171,medium
nairobi,14173,medium
nana,14174,medium
nausea,14175,medium
neurological,14176,medium
nicola,14177,medium
optimum,14178,medium
ounces,14179,medium
overwhelmingly,14180,medium
oyster,14181,medium
pastoral,14182,medium
patented,14183,medium
pea,14184,medium
pearls,14185,medium
physiological,14186,medium
pioneering,14187,medium
pleasures,14188,medium
policemen,14189,medium
poo,14190,medium
poultry,14191,medium
prominence,14192,medium
prophets,14193,medium
prosecute,14194,medium
ptsd,14195,medium
quartet,14196,medium
radically,14197,medium
raping,14198,medium
reactive,14199,medium
reboot,14200,medium
renamed,14201,medium
resides,14202,medium
restrictive,14203,medium
robotic,14204,medium
runaway,14205,medium
saturn,14206,medium
sawyer,14207,medium
screenplay,14208,medium
scriptures,14209,medium
sect,14210,medium
seismic,14211,medium
seminary,14212,medium
sg,14213,medium
sheldon,14214,medium
shelley,14215,medium
shouts,14216,medium
sideways,14217,medium
sighted,14218,medium
skinned,14219,medium
skipper,14220,medium
slain,14221,medium
smuggling,14222,medium
softer,14223,medium
sonia,14224,medium
specs,14225,medium
squads,14226,medium
stash,14227,medium
stephens,14228,medium
stimulating,14229,medium
strawberries,14230,medium
striped,14231,medium
stroll,14232,medium
swiftly,14233,medium
texans,14234,medium
theatres,14235,medium
tolerated,14236,medium
transcription,14237,medium
tucson,14238,medium
tweeting,14239,medium
ul,14240,medium
unicorn,14241,medium
uniquely,14242,medium
unrealistic,14243,medium
vase,14245,medium
vat,14246,medium
vineyard,14247,medium
viola,14248,medium
waterfall,14249,medium
waved,14250,medium
weaving,14251,medium
welding,14252,medium
whereabouts,14253,medium
yah,14254,medium
yummy,14255,medium
zeus,14256,medium
abortions,14257,medium
acknowledges,14258,medium
adobe,14259,medium
adolescents,14260,medium
ala,14261,medium
alarming,14262,medium
alexandra,14263,medium
almond,14264,medium
amenities,14265,medium
amounted,14266,medium
amused,14267,medium
antarctica,14268,medium
arabian,14269,medium
ari,14270,medium
asphalt,14271,medium
atrocities,14272,medium
aviv,14273,medium
bach,14274,medium
backbone,14275,medium
bahamas,14276,medium
beetle,14277,medium
blizzard,14278,medium
bolivia,14279,medium
booklet,14280,medium
bottoms,14281,medium
brawl,14282,medium
brittany,14283,medium
bryce,14284,medium
bu,14285,medium
burgess,14286,medium
butts,14287,medium
camden,14288,medium
cameroon,14289,medium
celestial,14290,medium
characterization,14291,medium
chevy,14292,medium
choked,14293,medium
ci,14294,medium
clashes,14295,medium
clint,14296,medium
comin,14297,medium
communicated,14298,medium
confessions,14299,medium
conform,14300,medium
conversely,14301,medium
countess,14302,medium
creations,14304,medium
cues,14305,medium
customary,14306,medium
dalton,14307,medium
debuted,14308,medium
declines,14309,medium
depicts,14310,medium
devote,14311,medium
dinners,14312,medium
diplomats,14313,medium
dispose,14314,medium
distinctly,14315,medium
evacuate,14316,medium
everett,14317,medium
exits,14318,medium
experimenting,14319,medium
exploding,14320,medium
exploits,14321,medium
favourable,14322,medium
ferdinand,14323,medium
flourish,14324,medium
flowering,14325,medium
fractures,14326,medium
fragrance,14327,medium
franz,14328,medium
fungus,14329,medium
gloucester,14331,medium
griffith,14332,medium
guarding,14333,medium
gunfire,14334,medium
harvesting,14335,medium
havana,14336,medium
heroine,14337,medium
hilary,14338,medium
hoax,14339,medium
imf,14340,medium
impending,14341,medium
insignificant,14342,medium
insurer,14343,medium
intercepted,14344,medium
interfering,14345,medium
itv,14346,medium
jonah,14347,medium
kerala,14348,medium
knowledgeable,14349,medium
ku,14350,medium
liberated,14351,medium
lingerie,14352,medium
lite,14353,medium
localities,14354,medium
locke,14355,medium
logos,14356,medium
lurking,14357,medium
madden,14358,medium
magician,14359,medium
magistrates,14360,medium
mai,14361,medium
mali,14362,medium
maneuver,14363,medium
marrow,14364,medium
marvelous,14365,medium
mas,14366,medium
mattered,14367,medium
medicinal,14368,medium
melanie,14369,medium
mono,14370,medium
murderers,14371,medium
nas,14372,medium
numb,14373,medium
omitted,14374,medium
originals,14375,medium
overlook,14376,medium
partnered,14377,medium
pastry,14378,medium
pawn,14379,medium
pediatric,14380,medium
persist,14381,medium
personalized,14382,medium
planner,14383,medium
plaster,14384,medium
playful,14385,medium
pleading,14386,medium
professions,14387,medium
quirky,14388,medium
quota,14389,medium
quran,14390,medium
randolph,14392,medium
rationale,14393,medium
reap,14394,medium
rebound,14395,medium
recess,14396,medium
redeem,14397,medium
reformation,14398,medium
regimes,14399,medium
replacements,14400,medium
residue,14401,medium
robotics,14402,medium
rocked,14403,medium
runoff,14404,medium
rwanda,14405,medium
salsa,14406,medium
scanned,14407,medium
screenshots,14408,medium
semiconductor,14409,medium
sentimental,14410,medium
serbian,14411,medium
severed,14412,medium
shocks,14413,medium
simultaneous,14414,medium
slaughtered,14415,medium
snatch,14416,medium
sneakers,14417,medium
somali,14418,medium
spikes,14419,medium
spooky,14420,medium
squeezed,14421,medium
staffing,14422,medium
stanton,14423,medium
stealth,14424,medium
strained,14425,medium
subscribed,14426,medium
subset,14427,medium
suspense,14428,medium
suzanne,14429,medium
swearing,14430,medium
swore,14431,medium
syntax,14432,medium
tad,14433,medium
tandem,14434,medium
tasked,14435,medium
tasmania,14436,medium
televised,14437,medium
tempered,14438,medium
tertiary,14439,medium
thyroid,14440,medium
tidy,14441,medium
timeless,14442,medium
tokens,14443,medium
uefa,14444,medium
unreliable,14445,medium
upbeat,14446,medium
usable,14447,medium
vanguard,14448,medium
vc,14449,medium
vomit,14450,medium
vulgar,14451,medium
waiver,14452,medium
walton,14453,medium
watershed,14454,medium
weave,14455,medium
wilkinson,14456,medium
wiring,14457,medium
yan,14458,medium
adrenaline,14459,medium
alexa,14460,medium
alleviate,14461,medium
amd,14462,medium
anarchy,14463,medium
ang,14464,medium
arent,14465,medium
ashore,14467,medium
aura,14468,medium
baden,14470,medium
ballroom,14471,medium
beginner,14472,medium
beginners,14473,medium
bermuda,14474,medium
bilingual,14475,medium
bombings,14476,medium
bonded,14477,medium
boosting,14478,medium
boyle,14479,medium
brenda,14480,medium
brewers,14481,medium
briggs,14482,medium
buchanan,14483,medium
buckingham,14484,medium
bundles,14485,medium
calcutta,14486,medium
caleb,14487,medium
canopy,14488,medium
chennai,14489,medium
cherish,14490,medium
chuckle,14491,medium
civilized,14492,medium
comb,14493,medium
completes,14494,medium
complexes,14495,medium
conceal,14496,medium
condemnation,14497,medium
contemplating,14498,medium
cores,14499,medium
cruiser,14500,medium
cruising,14501,medium
curl,14502,medium
dams,14503,medium
dared,14504,medium
dart,14505,medium
defends,14506,medium
demolished,14507,medium
denim,14508,medium
dependency,14509,medium
detecting,14510,medium
dew,14511,medium
dickens,14512,medium
disable,14513,medium
disconnected,14514,medium
dishonest,14515,medium
dosage,14516,medium
doubtful,14517,medium
dysfunction,14518,medium
ecosystems,14519,medium
encyclopedia,14520,medium
endowment,14521,medium
engraved,14522,medium
enrichment,14523,medium
erect,14524,medium
erection,14525,medium
eruption,14526,medium
examiner,14527,medium
exercised,14528,medium
exeter,14529,medium
expenditures,14530,medium
expires,14531,medium
fairfax,14532,medium
fam,14533,medium
fauna,14534,medium
feds,14535,medium
fidelity,14536,medium
finely,14537,medium
fischer,14538,medium
flirt,14539,medium
fluent,14540,medium
flute,14541,medium
footprint,14542,medium
fore,14543,medium
forefront,14544,medium
formulated,14545,medium
freaked,14546,medium
freshwater,14547,medium
fyi,14548,medium
gareth,14549,medium
gotham,14550,medium
gr,14551,medium
grouped,14552,medium
halted,14553,medium
harden,14554,medium
hardened,14555,medium
hateful,14556,medium
haunting,14557,medium
henri,14558,medium
hepatitis,14559,medium
honoring,14560,medium
horace,14561,medium
horrors,14562,medium
howe,14563,medium
huntington,14564,medium
ieee,14565,medium
inhabited,14566,medium
inherit,14567,medium
initiation,14568,medium
injections,14569,medium
insulted,14570,medium
integrating,14571,medium
intensely,14572,medium
ions,14573,medium
janeiro,14574,medium
jeopardy,14575,medium
joanna,14576,medium
kensington,14577,medium
ks,14578,medium
lafayette,14579,medium
lc,14580,medium
listener,14581,medium
lockdown,14582,medium
mandarin,14583,medium
mast,14584,medium
matte,14585,medium
mccartney,14586,medium
mediocre,14587,medium
middleton,14588,medium
mixes,14589,medium
morons,14590,medium
morse,14591,medium
mounts,14592,medium
nfc,14593,medium
niagara,14594,medium
nicest,14595,medium
nicotine,14596,medium
nl,14597,medium
nora,14598,medium
nordic,14599,medium
nos,14600,medium
notions,14601,medium
oranges,14602,medium
outward,14603,medium
overrated,14604,medium
packaged,14605,medium
packets,14606,medium
paige,14607,medium
passports,14608,medium
pb,14609,medium
pbs,14610,medium
peanuts,14611,medium
pep,14612,medium
piracy,14613,medium
platoon,14614,medium
practise,14615,medium
presses,14616,medium
rave,14617,medium
reactors,14618,medium
recreate,14619,medium
reeves,14620,medium
reigns,14621,medium
reno,14622,medium
resembling,14623,medium
residual,14624,medium
restricting,14625,medium
robe,14626,medium
rpg,14627,medium
rye,14628,medium
sails,14629,medium
sayin,14630,medium
sensational,14631,medium
sexism,14632,medium
smokers,14633,medium
sneaky,14634,medium
socket,14635,medium
spanning,14636,medium
specifics,14637,medium
spouses,14638,medium
starvation,14639,medium
starve,14640,medium
stool,14641,medium
stricken,14642,medium
stripping,14643,medium
subscriber,14644,medium
systematically,14645,medium
taxed,14646,medium
tc,14647,medium
tex,14648,medium
thanking,14649,medium
tibet,14650,medium
